,GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,IsGameOver,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TeamGameID,TwoPointConversionReturns,OpponentTwoPointConversionReturns,TeamID,OpponentID,Day,DateTime,GlobalGameID,GlobalTeamID,GlobalOpponentID,ScoreID
19,201811430,2018-12-10T20:15:00,1,2018,14,MIN,SEA,AWAY,7,21,28,CenturyLink Field,Artificial,29,68,3,31,1.4,0,0,0,7,0,19,5,28:11:00,11,2,4,1,38,188,2.3,0,14,52,1.7,0,22,14,136,0,0,2.8,4.6,41.3,59.8,5,1,13.6,1,0,0,1,0,0,0,1,2,35,0,0,1,4,1,1,0,2,145,29,0,0,0,0,3,0,18,0,21,33,31:49:00,13,6,2,1,44,187,2,1,29,146,2.4,0,14,5,41,0,0,1.4,2.8,34,24.1,5,1,18.6,0,0,68.1,2,0,0,0,31,2,31,0,0,1,6,3,1,0,2,150,30,0,0,0,34,0,-3,0,0,3.3,6.3,5.7,17,0,2,0,0,6.6,13.6,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,1,2,2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,12,0,0,0,0,31,20,1,6,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,26,10,1,4,2,0,0,20,0,0,0,0,6,0,0,0,0,0,0,0,TRUE,Vikings,Monday,24,15,993000916,0,0,20,30,2018-12-10T00:00:00,2018-12-10T20:15:00,16861,20,30,16861
20,201811419,2018-12-09T13:00:00,1,2018,14,NE,MIA,AWAY,33,34,67,Hard Rock Stadium,Grass,52,68,6,33.7,-6.1,6,21,0,6,0,24,6,35:14:00,19,1,14,2,51,287,2.6,2,20,52,1.2,0,29,18,234,1,0,3.7,5.9,42.8,75.6,11,4,38.3,0,0,0,3,1,0,0,3,2,20,0,0,1,6,5,3,0,1,97,32.2,0,0,0,7,14,7,6,0,16,31,24:46:00,14,4,5,1,31,281,4.3,2,14,129,4.2,1,13,6,152,1,0,5.4,10.8,50.2,103.5,3,0,6.6,0,0,0,1,1,0,0,11,3,55,0,0,2,29,2,1,0,2,116,23.2,0,0,0,34,0,2,2,1,22.7,28.4,4.4,68.1,0,-3,-3,-2,4.6,5.1,14.2,3,3,2,0,0,2,1,0,0,0,0,0,1,1,0,1,3,0,20,0,0,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,1,11,1,26,0,0,22,13,2,28,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,31,18,1,6,2,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,TRUE,Patriots,Sunday,31,16,993000898,0,0,21,19,2018-12-09T00:00:00,2018-12-09T13:00:00,16852,21,19,16852
21,201811433,2018-12-09T13:00:00,1,2018,14,NO,TB,AWAY,28,14,42,Raymond James Stadium,Grass,46,68,5,36.8,-6.1,0,3,8,17,0,21,36,31:53:00,13,3,6,0,42,203,2.2,1,20,68,1.5,1,21,16,135,0,0,3,3.8,52.7,61.6,6,3,34,0,0,68.1,2,1,0,0,20,3,35,0,0,0,1,5,2,0,1,106,35.2,1,0,-1,7,7,0,0,0,19,3,28:07:00,14,2,6,1,44,190,2,1,16,72,2.1,0,26,12,118,1,0,2.1,4.5,32.3,45.8,6,3,29.2,0,0,0,1,1,0,0,12,5,57,0,0,2,27,2,2,0,2,153,30.6,0,1,0,40.9,0,3,0,1,14.8,16.2,3.1,68.1,0,-4,-1,-2,6.2,5.8,4.4,3,2,2,0,0,1,1,0,0,0,0,0,1,1,0,1,20,1,52,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5,1,30,0,3,32,3,2,27,4,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0,37,6,0,1,2,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,TRUE,Saints,Sunday,22,29,993000902,0,0,22,33,2018-12-09T00:00:00,2018-12-09T13:00:00,16853,22,33,16853
22,201811435,2018-12-09T13:00:00,1,2018,14,NYG,WAS,AWAY,40,16,56,FedEx Field,Grass,22,68,4,27.6,-2,7,27,6,0,0,20,4,30:09:00,13,3,5,1,43,274,3,2,23,155,3.1,0,18,6,119,1,0,3,5.8,35.3,63.9,6,2,21,0,0,0,2,1,0,0,71,1,12,0,0,1,15,4,4,0,3,176,29.3,0,1,1,0,0,0,16,0,20,35,29:51:00,6,3,2,0,39,196,2.4,1,15,57,1.8,0,20,12,139,0,1,3.2,5.6,38.6,33.5,5,1,12.4,0,0,0,1,0,0,0,-1,10,92,0,0,2,20,2,2,0,4,279,34.8,1,0,-1,40.9,0,1,2,1,27.9,15.6,6.9,34,0,-2,-3,-2,10,11.7,6.6,3,3,2,0,0,2,2,0,0,0,0,0,1,1,0,2,35,0,0,1,36,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,-1,1,39,0,0,27,14,2,20,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,28,18,1,15,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,TRUE,Giants,Sunday,20,24,993000900,0,0,23,35,2018-12-09T00:00:00,2018-12-09T13:00:00,16854,23,35,16854
23,201811404,2018-12-09T13:00:00,1,2018,14,NYJ,BUF,AWAY,27,23,50,New Era Field,Artificial,16,14,2,25.2,2.1,3,10,0,14,0,18,6,26:13:00,10,2,4,0,36,169,2.2,1,19,53,1.3,1,17,11,116,0,0,3.2,4.9,43.6,54.8,6,3,31.5,0,0,68.1,2,1,0,0,2,3,63,0,0,0,0,6,2,0,1,82,27.2,1,1,0,14,3,3,3,0,22,32,33:47:00,16,5,4,2,48,251,2.4,1,21,120,2.6,1,25,12,131,0,1,2.4,5,33.1,28.4,6,3,34,0,0,0,2,1,0,0,3,3,32,0,0,1,6,0,2,0,0,27,27.2,1,1,-1,51.1,0,6,0,1,6,20.4,0,27.2,0,-8,0,-2,6.6,0,3.5,3,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3,127,1,0,3,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,2,2,69,0,1,33,11,1,6,1,0,0,2,0,0,0,0,0,0,59,0,0,0,0,0,32,11,0,0,2,1,0,0,0,0,0,0,2,0,16,0,0,0,0,0,TRUE,Jets,Sunday,17,27,993000892,0,0,24,4,2018-12-09T00:00:00,2018-12-09T13:00:00,16847,24,4,16847
24,201811425,2018-12-09T16:25:00,1,2018,14,OAK,PIT,HOME,24,21,45,Oakland Coliseum,Grass,33,27,3,34.7,4.9,7,3,0,14,0,22,25,32:36:00,14,1,12,0,43,241,2.6,1,17,37,1,0,23,17,204,1,0,4.1,5.6,50.1,81.5,6,2,22.7,1,1,68.1,2,1,0,0,0,6,89,0,0,2,16,1,1,0,2,132,33,0,0,0,0,14,0,7,0,18,16,27:24:00,16,1,12,2,39,232,2.7,1,13,27,1,0,26,20,204,1,0,3.7,4.8,52,71.6,5,3,37.1,0,0,0,2,1,0,0,19,1,6,0,0,0,3,2,2,0,1,79,26.4,0,0,0,51.1,0,-1,-1,-2,10.8,3.6,10.5,51.1,0,1,1,1,13.6,6.1,1.2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,23,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,19,1,28,0,0,29,16,0,3,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,29,15,1,16,1,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,TRUE,Raiders,Sunday,26,27,993000911,0,0,25,28,2018-12-09T00:00:00,2018-12-09T16:25:00,16860,25,28,16860
25,201811409,2018-12-09T16:25:00,1,2018,14,PHI,DAL,AWAY,23,29,52,AT&T Stadium,Artificial,25,19,4,31,1.6,0,0,6,17,0,15,22,22:32,11,0,6,1,33,174,2.5,1,6,23,1.1,0,22,15,151,1,0,3.2,4.7,46.9,81.4,4,0,5.1,0,0,68.1,2,1,0,0,37,2,33,0,0,1,3,4,4,0,3,188,31.3,0,1,1,3,3,3,14,6,31,22,45:33:00,22,3,16,1,63,392,2.9,1,25,97,1.8,0,37,29,296,1,1,3.7,4.8,53,70.3,13,5,35.8,0,0,68.1,2,0,0,0,6,5,75,0,0,1,14,2,3,0,1,69,34.7,1,0,-1,51.1,0,2,0,0,15.1,10.8,5.9,17,0,-3,-1,-1,34,10,2.5,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,25,1,31,2,2,2,0,0,1,1,0,0,0,0,0,2,1,0,1,6,1,18,0,0,44,20,1,14,1,0,0,0,0,0,0,0,4,0,25,0,0,0,0,0,22,6,1,3,1,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,TRUE,Eagles,Sunday,23,39,993000912,0,0,26,9,2018-12-09T00:00:00,2018-12-09T16:25:00,16858,26,9,16858
26,201811425,2018-12-09T16:25:00,1,2018,14,PIT,OAK,AWAY,21,24,45,Oakland Coliseum,Grass,33,27,3,34.7,-7.2,0,14,0,7,0,18,16,27:24:00,16,1,12,2,39,232,2.7,1,13,27,1,0,26,20,204,1,0,3.7,4.8,52,71.6,5,3,37.1,0,0,0,2,1,0,0,19,1,6,0,0,0,3,2,2,0,1,79,26.4,0,0,0,7,3,0,14,0,22,25,32:36:00,14,1,12,0,43,241,2.6,1,17,37,1,0,23,17,204,1,0,4.1,5.6,50.1,81.5,6,2,22.7,1,1,68.1,2,1,0,0,0,6,89,0,0,2,16,1,1,0,2,132,33,0,0,0,51.1,0,1,1,1,13.6,6.1,2.6,51.1,0,-1,-1,-2,10.8,3.6,4.9,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,19,1,28,0,0,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,23,0,0,29,15,1,16,1,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,29,16,0,3,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,TRUE,Steelers,Sunday,27,26,993000910,0,0,28,25,2018-12-09T00:00:00,2018-12-09T16:25:00,16860,28,25,16860
27,201811430,2018-12-10T20:15:00,1,2018,14,SEA,MIN,HOME,21,7,28,CenturyLink Field,Artificial,29,68,3,31,-2,0,3,0,18,0,21,33,31:49:00,13,6,2,1,44,187,2,1,29,146,2.4,0,14,5,41,0,0,1.4,2.8,34,24.1,5,1,18.6,0,0,68.1,2,0,0,0,31,2,31,0,0,1,6,3,1,0,2,150,30,0,0,0,0,0,0,7,0,19,5,28:11:00,11,2,4,1,38,188,2.3,0,14,52,1.7,0,22,14,136,0,0,2.8,4.6,41.3,59.8,5,1,13.6,1,0,0,1,0,0,0,1,2,35,0,0,1,4,1,1,0,2,145,29,0,0,0,17,0,2,0,0,6.6,13.6,9.1,34,0,-3,0,0,3.3,6.3,2.6,2,2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,1,26,10,1,4,2,0,0,20,0,0,0,0,6,0,0,0,0,0,0,0,31,20,1,6,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,TRUE,Seahawks,Monday,15,24,993000917,0,0,30,20,2018-12-10T00:00:00,2018-12-10T20:15:00,16861,30,20,16861
28,201811431,2018-12-09T16:05:00,1,2018,14,SF,DEN,HOME,20,14,34,Levi's Stadium,Grass,31,25,1,31,1.4,3,17,0,0,0,20,28,30:41:00,16,1,10,3,45,265,2.7,1,20,57,1.3,0,22,14,208,1,0,4.3,10.4,41.3,67.2,6,2,21,0,0,0,1,0,0,0,18,5,59,0,0,1,18,5,3,0,2,143,28.6,0,0,-1,0,0,7,7,0,20,13,29:19:00,15,4,4,2,48,187,1.8,1,18,70,1.8,0,29,16,116,0,0,1.9,3.3,38.9,50.8,10,1,6.2,3,2,48.6,1,1,0,0,14,5,42,0,0,1,10,4,3,0,3,195,32.6,0,0,0,34,0,0,0,-1,15.1,15.5,8.3,68.1,0,-1,0,0,13.6,17,2.1,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,18,1,31,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,14,2,45,0,0,36,6,1,10,0,1,0,0,0,0,0,0,12,0,14,0,0,0,0,0,33,6,1,21,3,1,0,0,0,0,0,0,14,0,15,0,0,0,0,0,TRUE,49ers,Sunday,25,30,993000907,0,0,31,10,2018-12-09T00:00:00,2018-12-09T16:05:00,16857,31,10,16857
29,201811433,2018-12-09T13:00:00,1,2018,14,TB,NO,HOME,14,28,42,Raymond James Stadium,Grass,46,68,5,36.8,4.2,7,7,0,0,0,19,3,28:07:00,14,2,6,1,44,190,2,1,16,72,2.1,0,26,12,118,1,0,2.1,4.5,32.3,45.8,6,3,29.2,0,0,0,1,1,0,0,12,5,57,0,0,2,27,2,2,0,2,153,30.6,0,1,0,0,3,8,17,0,21,36,31:53:00,13,3,6,0,42,203,2.2,1,20,68,1.5,1,21,16,135,0,0,3,3.8,52.7,61.6,6,3,34,0,0,68.1,2,1,0,0,20,3,35,0,0,0,1,5,2,0,1,106,35.2,1,0,-1,68.1,0,-4,-1,-2,6.2,5.8,9.5,40.9,0,3,0,1,14.8,16.2,1.4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5,1,30,0,3,3,2,2,0,0,1,1,0,0,0,0,0,1,1,0,1,20,1,52,0,0,37,6,0,1,2,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,32,3,2,27,4,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0,TRUE,Buccaneers,Sunday,29,22,993000903,0,0,33,22,2018-12-09T00:00:00,2018-12-09T13:00:00,16853,33,22,16853
30,201811434,2018-12-06T20:20:00,1,2018,14,TEN,JAX,HOME,30,9,39,Nissan Stadium,Grass,23,17,1,25.5,-3.7,7,9,14,0,0,20,14,29:20:00,14,5,4,1,39,290,3.5,2,22,180,3.8,2,16,12,110,0,0,3.2,4.2,51.1,51.3,5,3,43.3,0,0,0,2,1,0,0,5,1,20,0,0,0,0,5,3,0,1,80,40.2,0,0,0,2,0,7,0,0,20,27,30:40:00,12,2,5,0,46,174,1.8,0,14,41,1.4,0,29,17,133,0,0,2.1,3.6,39.6,52.6,6,1,11.4,2,1,27.2,1,0,0,0,6,3,46,0,0,2,31,0,2,0,2,170,34,0,0,0,27.2,0,4,0,1,20.4,14.5,4,34,0,-6,-1,-2,10.6,1.9,3.9,3,3,2,0,0,2,1,0,0,0,0,0,0,0,0,1,6,0,20,0,0,1,1,0,0,-1.6,0,0,0,0,0,0,0,0,0,0,1,0,1,34,0,6,27,20,2,31,3,0,0,-1,0,0,0,0,4,0,20,0,0,0,0,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,-8,TRUE,Titans,Thursday,17,32,993000887,0,0,34,15,2018-12-06T00:00:00,2018-12-06T20:20:00,16846,34,15,16846
31,201811435,2018-12-09T13:00:00,1,2018,14,WAS,NYG,HOME,16,40,56,FedEx Field,Grass,22,68,4,27.6,1.4,0,0,0,16,0,20,35,29:51:00,6,3,2,0,39,196,2.4,1,15,57,1.8,0,20,12,139,0,1,3.2,5.6,38.6,33.5,5,1,12.4,0,0,0,1,0,0,0,-1,10,92,0,0,2,20,2,2,0,4,279,34.8,1,0,-1,7,27,6,0,0,20,4,30:09:00,13,3,5,1,43,274,3,2,23,155,3.1,0,18,6,119,1,0,3,5.8,35.3,63.9,6,2,21,0,0,0,2,1,0,0,71,1,12,0,0,1,15,4,4,0,3,176,29.3,0,1,1,34,0,-2,-3,-2,10,11.7,14.3,40.9,0,1,2,1,27.9,15.6,3.2,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,-1,1,39,0,0,3,3,2,0,0,2,2,0,0,0,0,0,1,1,0,2,35,0,0,1,36,28,18,1,15,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,27,14,2,20,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,TRUE,Redskins,Sunday,24,20,993000901,0,0,35,23,2018-12-09T00:00:00,2018-12-09T13:00:00,16854,35,23,16854
0,201811502,2018-12-16T13:00:00,1,2018,15,ARI,ATL,AWAY,14,40,54,Mercedes-Benz Stadium,Artificial,72,63,15,63.7,14.6,7,0,0,7,0,42,29,29:20:00,26,13,15,4,95,371,8.4,4,32,88,5.8,2,53,34,283,2,4,11.6,12.3,93.6,93.4,19,6,33.8,4,4,146.5,4,4,0,0,45,12,110,2,2,10,73,6,12,0,10,492,70.3,6,0,-4,10,16,7,7,0,44,59,30:40:00,34,12,21,2,95,637,14.4,11,40,315,11.7,4,53,32,322,4,0,13.1,14.6,89.5,142.1,19,11,56.4,0,0,0,9,4,0,0,78,13,73,0,0,4,16,16,18,0,13,390,64.9,0,6,6,146.5,0,-12,-6,-7,43.4,11.6,16.3,73.2,0,12,9,11,79.8,37.5,11.4,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,6,45,0,0,0,0,12,12,12,0,0,9,9,0,4,0,0,0,4,4,0,4,15,2,10,4,60,69,15,4,16,11,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,62,31,10,73,10,2,2,4,0,2,0,0,15,0,10,0,0,0,0,0,TRUE,Cardinals,Sunday,63,56,993000936,0,0,1,2,2018-12-16T00:00:00,2018-12-16T13:00:00,16865,1,2,16865
1,201811502,2018-12-16T13:00:00,1,2018,15,ATL,ARI,HOME,40,14,54,Mercedes-Benz Stadium,Artificial,72,63,15,63.7,-14.6,10,16,7,7,0,44,59,30:40:00,34,12,21,2,95,637,14.4,11,40,315,11.7,4,53,32,322,4,0,13.1,14.6,89.5,142.1,19,11,56.4,0,0,0,9,4,0,0,78,13,73,0,0,4,16,16,18,0,13,390,64.9,0,6,6,7,0,0,7,0,42,29,29:20:00,26,13,15,4,95,371,8.4,4,32,88,5.8,2,53,34,283,2,4,11.6,12.3,93.6,93.4,19,6,33.8,4,4,146.5,4,4,0,0,45,12,110,2,2,10,73,6,12,0,10,492,70.3,6,0,-4,73.2,0,12,9,11,79.8,37.5,5.3,146.5,0,-12,-6,-7,43.4,11.6,23.9,12,12,12,0,0,9,9,0,4,0,0,0,4,4,0,4,15,2,10,4,60,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,6,45,0,0,0,0,62,31,10,73,10,2,2,4,0,2,0,0,15,0,10,0,0,0,0,0,69,15,4,16,11,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,TRUE,Falcons,Sunday,56,63,993000937,0,0,2,1,2018-12-16T00:00:00,2018-12-16T13:00:00,16865,2,1,16865
2,201811503,2018-12-16T13:00:00,1,2018,15,BAL,TB,HOME,20,12,32,M&T Bank Stadium,Artificial,59,146,15,65.2,-12.5,0,10,7,3,0,54,15,37:10:00,35,23,10,2,108,542,10.7,4,72,355,10.5,2,34,21,188,2,0,12,13.3,89.2,132.6,23,13,82.3,2,2,146.5,11,4,0,0,0,12,103,4,4,4,6,9,6,0,6,186,62,4,2,-1,0,9,3,0,0,32,73,22:50,18,13,9,4,69,353,10.9,2,31,125,8.6,2,37,19,229,0,2,13.3,17.6,76.2,80.2,15,6,44,2,0,0,6,2,0,0,18,13,85,0,0,2,2,11,9,0,9,239,59.8,2,4,2,58.6,0,-1,-1,-1,20.9,22.6,8,48.8,0,2,2,2,12,29.3,8.2,11,6,2,0,0,4,4,0,0,0,0,0,4,4,0,2,0,9,135,2,0,9,4,0,0,0,0,0,0,2,0,0,0,4,4,0,2,18,9,132,0,0,53,18,2,2,13,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,78,35,4,6,6,0,4,0,0,0,0,0,18,0,47,0,0,0,0,0,TRUE,Ravens,Sunday,37,38,993000925,0,0,3,33,2018-12-16T00:00:00,2018-12-16T13:00:00,16873,3,33,16873
3,201811504,2018-12-16T13:00:00,1,2018,15,BUF,DET,HOME,14,13,27,New Era Field,Artificial,50,146,4,57.9,-3.7,0,7,0,7,0,45,13,31:06:00,29,13,13,4,94,457,10.5,4,54,171,6.9,2,38,19,286,2,0,11,22,73.2,128.7,18,6,36.6,4,2,73.2,4,2,0,0,16,6,29,0,0,2,13,9,13,0,13,359,59.8,0,0,0,0,13,0,0,0,41,79,28:54:00,21,10,10,0,81,459,12.2,4,38,154,8.6,2,42,32,305,2,0,10.5,13.9,111.2,156.3,19,11,56.4,0,0,0,4,4,0,0,18,9,119,0,0,0,0,4,4,0,10,464,66.4,0,0,0,73.2,0,4,9,-1,33.8,20.2,3.7,146.5,0,-3,-6,2,11.6,10.8,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,6,16,4,42,0,0,6,4,2,0,0,2,2,0,2,0,0,0,2,0,0,4,18,2,29,0,0,69,23,0,0,6,0,0,0,0,0,0,0,15,0,31,0,0,0,0,0,70,25,2,13,11,2,0,0,0,0,0,0,18,0,29,0,0,0,0,0,TRUE,Bills,Sunday,40,42,993000939,0,0,4,11,2018-12-16T00:00:00,2018-12-16T13:00:00,16866,4,11,16866
4,201811505,2018-12-17T20:15:00,1,2018,15,CAR,NO,HOME,9,12,21,Bank of America Stadium,Grass,57,50,10,74,12.9,7,0,0,2,0,35,75,24:51:00,19,11,10,2,84,362,9.2,2,34,144,9.2,0,44,25,218,2,2,10.7,12.9,83.1,98.5,22,10,68.4,4,2,73.2,2,0,0,0,44,9,70,2,2,9,47,9,13,0,13,350,58.3,4,4,0,3,3,0,6,0,51,13,35:09:00,31,16,12,4,101,507,10.7,2,47,227,10.3,2,51,34,280,0,2,11.8,12.2,96.3,99.2,19,9,45.1,2,2,146.5,6,2,0,0,19,13,117,2,2,4,18,11,11,0,9,246,61.5,4,4,0,0,0,-1,2,-3,27.5,15.8,11.8,48.8,0,2,-1,4,31.8,21.5,11.6,4,4,2,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,38,2,42,9,9,6,0,0,0,0,0,4,0,0,0,4,4,0,4,19,2,73,2,0,67,38,4,18,12,2,0,0,0,0,0,0,2,0,38,0,0,0,0,0,51,35,9,47,11,2,2,0,0,0,0,0,19,0,73,0,0,0,0,0,TRUE,Panthers,Monday,50,54,993000949,0,0,5,22,2018-12-17T00:00:00,2018-12-17T20:15:00,16877,5,22,16877
